sample	Extraction	Specimen	Species	Feature_name	OTU	abundance	run	barcode	database	Broad.group	Interpretation	Phylum	Class	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	R1	pR1	R2	pR2	R3	pR3	R4	pR4	R5	pR5	R6	pR6	R7	pR7	R8	pR8	R9	pR9	R10	pR10	R11	pR11	R12	pR12	R13	pR13	R14	pR14	R15	pR15	R16	pR16	R17	pR17	R18	pR18	R19	pR19	R20	pR20
121_Muggiaea				dd27ee3af72a80d483af3825703ed109	Eukaryota_Basidiomycota_Ustilaginomycotina_Malasseziales_Malasseziaceae_Malassezia_uncultured fungus	8	RUN1	166	SILVA138plus			Malasseziaceae	Malassezia	uncultured fungus										Eukaryota	91.43	Basidiomycota	91.43	Ustilaginomycotina	91.43	Malasseziales	91.43	Malasseziaceae	91.43	Malassezia	91.43	uncultured fungus	91.43																										
122_Nanomia				1308af908156fa883da6d44764b680ba	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	18294	RUN1	166	SILVA138plus															Eukaryota	91.24	Cnidaria	91.24	Hydrozoa	91.24	Hydroidolina	91.24	Siphonophorae	54.74	Physalia physalis	18.24	Physalia physalis	18.24																										
122_Nanomia				aa3b89dfa2e900e8b37f20605b1eb273	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	21189	RUN1	166	SILVA138plus															Eukaryota	91.63	Cnidaria	91.63	Hydrozoa	91.63	Hydroidolina	91.63	Siphonophorae	54.97	Physalia physalis	18.32	Physalia physalis	18.32																										
123_Diphyes				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	29378	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
123_Diphyes				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	25763	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
124_Nanomia				1308af908156fa883da6d44764b680ba	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	19694	RUN1	166	SILVA138plus															Eukaryota	91.24	Cnidaria	91.24	Hydrozoa	91.24	Hydroidolina	91.24	Siphonophorae	54.74	Physalia physalis	18.24	Physalia physalis	18.24																										
124_Nanomia				435e6dd0f83b79fd5834e5fe8a269bd8	Eukaryota	1019	RUN1	166	SILVA138plus															Eukaryota	88.22	Bilateria	52.98	Protostomia	52.98	Ecdysozoa	52.98	Arthropoda	52.98	Crustacea	52.98	Jassa falcata	17.94																										
124_Nanomia				aa3b89dfa2e900e8b37f20605b1eb273	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	24072	RUN1	166	SILVA138plus															Eukaryota	91.63	Cnidaria	91.63	Hydrozoa	91.63	Hydroidolina	91.63	Siphonophorae	54.97	Physalia physalis	18.32	Physalia physalis	18.32																										
124_Nanomia				c8a4d6a57a85f337ec647aab3d0cf7a7	Eukaryota	1014	RUN1	166	SILVA138plus															Eukaryota	88.73	Bilateria	53.40	Protostomia	53.40	Ecdysozoa	53.40	Arthropoda	53.40	Crustacea	35.79	Jassa falcata	17.89																										
125_Nanomia				1308af908156fa883da6d44764b680ba	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	22197	RUN1	166	SILVA138plus															Eukaryota	91.24	Cnidaria	91.24	Hydrozoa	91.24	Hydroidolina	91.24	Siphonophorae	54.74	Physalia physalis	18.24	Physalia physalis	18.24																										
125_Nanomia				aa3b89dfa2e900e8b37f20605b1eb273	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	24588	RUN1	166	SILVA138plus															Eukaryota	91.63	Cnidaria	91.63	Hydrozoa	91.63	Hydroidolina	91.63	Siphonophorae	54.97	Physalia physalis	18.32	Physalia physalis	18.32																										
126_Nanomia				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	25372	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
126_Nanomia				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	23005	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
127_Sphaeronectes				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	25252	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
127_Sphaeronectes				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	22112	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
128_Sphaeronectes				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	65334	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
128_Sphaeronectes				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	55043	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
129_Sphaeronectes				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	24038	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
129_Sphaeronectes				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	23290	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
130_Sphaeronectes				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	27623	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
130_Sphaeronectes				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	23728	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
131_Sphaeronectes				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	25414	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
131_Sphaeronectes				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	22022	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
132_Sphaeronectes				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	19115	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
132_Sphaeronectes				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	14563	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
133_Nanomia				1308af908156fa883da6d44764b680ba	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	18694	RUN1	166	SILVA138plus															Eukaryota	91.24	Cnidaria	91.24	Hydrozoa	91.24	Hydroidolina	91.24	Siphonophorae	54.74	Physalia physalis	18.24	Physalia physalis	18.24																										
133_Nanomia				aa3b89dfa2e900e8b37f20605b1eb273	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	20979	RUN1	166	SILVA138plus															Eukaryota	91.63	Cnidaria	91.63	Hydrozoa	91.63	Hydroidolina	91.63	Siphonophorae	54.97	Physalia physalis	18.32	Physalia physalis	18.32																										
134_Sphaeronectes				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	34866	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
134_Sphaeronectes				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	32706	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
135_Sphaeronectes				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	21567	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
135_Sphaeronectes				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	20247	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
136_Sphaeronectes				0a98941b1053dab184ab65dc5b8f10d1	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	9	RUN1	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	90.65	Cnidaria	90.65	Hydrozoa	90.65	Hydroidolina	90.65	Siphonophorae	90.65	uncultured eukaryote	72.45	uncultured eukaryote	72.45																										
136_Sphaeronectes				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	27147	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
136_Sphaeronectes				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	28187	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
136_Sphaeronectes				dcb39f6e035c2b9557574bb8c77933ce	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	11	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
137_Diphyes				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	21919	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
137_Diphyes				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	19001	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
138_Diphyes				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	22798	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
138_Diphyes				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	20116	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
139_Nanomia				1308af908156fa883da6d44764b680ba	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	14755	RUN1	166	SILVA138plus															Eukaryota	91.24	Cnidaria	91.24	Hydrozoa	91.24	Hydroidolina	91.24	Siphonophorae	54.74	Physalia physalis	18.24	Physalia physalis	18.24																										
139_Nanomia				aa3b89dfa2e900e8b37f20605b1eb273	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	16178	RUN1	166	SILVA138plus															Eukaryota	91.63	Cnidaria	91.63	Hydrozoa	91.63	Hydroidolina	91.63	Siphonophorae	54.97	Physalia physalis	18.32	Physalia physalis	18.32																										
140_Nanomia				1308af908156fa883da6d44764b680ba	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	13194	RUN1	166	SILVA138plus															Eukaryota	91.24	Cnidaria	91.24	Hydrozoa	91.24	Hydroidolina	91.24	Siphonophorae	54.74	Physalia physalis	18.24	Physalia physalis	18.24																										
140_Nanomia				aa3b89dfa2e900e8b37f20605b1eb273	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	16413	RUN1	166	SILVA138plus															Eukaryota	91.63	Cnidaria	91.63	Hydrozoa	91.63	Hydroidolina	91.63	Siphonophorae	54.97	Physalia physalis	18.32	Physalia physalis	18.32																										
141_Nanomia				1308af908156fa883da6d44764b680ba	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	13519	RUN1	166	SILVA138plus															Eukaryota	91.24	Cnidaria	91.24	Hydrozoa	91.24	Hydroidolina	91.24	Siphonophorae	54.74	Physalia physalis	18.24	Physalia physalis	18.24																										
141_Nanomia				aa3b89dfa2e900e8b37f20605b1eb273	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	16840	RUN1	166	SILVA138plus															Eukaryota	91.63	Cnidaria	91.63	Hydrozoa	91.63	Hydroidolina	91.63	Siphonophorae	54.97	Physalia physalis	18.32	Physalia physalis	18.32																										
142_Muggiaea				1308af908156fa883da6d44764b680ba	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	275	RUN1	166	SILVA138plus															Eukaryota	91.24	Cnidaria	91.24	Hydrozoa	91.24	Hydroidolina	91.24	Siphonophorae	54.74	Physalia physalis	18.24	Physalia physalis	18.24																										
142_Muggiaea				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	25564	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
142_Muggiaea				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	23314	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
142_Muggiaea				aa3b89dfa2e900e8b37f20605b1eb273	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	265	RUN1	166	SILVA138plus															Eukaryota	91.63	Cnidaria	91.63	Hydrozoa	91.63	Hydroidolina	91.63	Siphonophorae	54.97	Physalia physalis	18.32	Physalia physalis	18.32																										
143_Nanomia				2cb60f255abdf62514ec0afcb5289e38	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	22	RUN1	166	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	88.18	Cnidaria	70.55	Hydrozoa	70.55	Hydroidolina	70.55	Siphonophorae	70.55	uncultured eukaryote	88.18	uncultured eukaryote	88.18																										
143_Nanomia				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	25340	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
143_Nanomia				aa3b89dfa2e900e8b37f20605b1eb273	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	22747	RUN1	166	SILVA138plus															Eukaryota	91.63	Cnidaria	91.63	Hydrozoa	91.63	Hydroidolina	91.63	Siphonophorae	54.97	Physalia physalis	18.32	Physalia physalis	18.32																										
159_Physalia				1308af908156fa883da6d44764b680ba	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	16828	RUN1	166	SILVA138plus															Eukaryota	91.24	Cnidaria	91.24	Hydrozoa	91.24	Hydroidolina	91.24	Siphonophorae	54.74	Physalia physalis	18.24	Physalia physalis	18.24																										
159_Physalia				aa3b89dfa2e900e8b37f20605b1eb273	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	18833	RUN1	166	SILVA138plus															Eukaryota	91.63	Cnidaria	91.63	Hydrozoa	91.63	Hydroidolina	91.63	Siphonophorae	54.97	Physalia physalis	18.32	Physalia physalis	18.32																										
160_Physalia				53a6a452d34cbbd02a688c3e15959ad5	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	26776	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.48	Ctenophora	18.29	Tentaculata	18.29	uncultured eukaryote	18.29		0		0	uncultured eukaryote	73.18																										
160_Physalia				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	22715	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
162_Physalia				1308af908156fa883da6d44764b680ba	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	20800	RUN1	166	SILVA138plus															Eukaryota	91.24	Cnidaria	91.24	Hydrozoa	91.24	Hydroidolina	91.24	Siphonophorae	54.74	Physalia physalis	18.24	Physalia physalis	18.24																										
162_Physalia				2e8e83528278ddb901647f7e1592f320	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	88	RUN1	166	SILVA138plus															Eukaryota	91.63	Cnidaria	91.63	Hydrozoa	91.63	Hydroidolina	91.63	Siphonophorae	54.97	Physalia physalis	18.32	Physalia physalis	18.32																										
162_Physalia				aa3b89dfa2e900e8b37f20605b1eb273	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	23934	RUN1	166	SILVA138plus															Eukaryota	91.63	Cnidaria	91.63	Hydrozoa	91.63	Hydroidolina	91.63	Siphonophorae	54.97	Physalia physalis	18.32	Physalia physalis	18.32																										
165_Physalia				3559b2923abd00c0622f00aa5b59ac32	Eukaryota_Bilateria_Deuterostomia_Chordata_Vertebrata_Gnathostomata	8	RUN1	166	SILVA138plus			Vertebrata	Gnathostomata											Eukaryota	91.25	Bilateria	91.25	Deuterostomia	91.25	Chordata	91.25	Vertebrata	91.25	Gnathostomata	91.25	Lophonectes gallus	18.25																										
165_Physalia				8b667c194a54a00e4deeb5e9b2461da4	Eukaryota_Ctenophora_Tentaculata_uncultured eukaryote	22905	RUN1	166	SILVA138plus					uncultured eukaryote										Eukaryota	91.24	Ctenophora	18.24	Tentaculata	18.24	uncultured eukaryote	18.24		0		0	uncultured eukaryote	72.99																										
165_Physalia				aa3b89dfa2e900e8b37f20605b1eb273	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	25045	RUN1	166	SILVA138plus															Eukaryota	91.63	Cnidaria	91.63	Hydrozoa	91.63	Hydroidolina	91.63	Siphonophorae	54.97	Physalia physalis	18.32	Physalia physalis	18.32																										
166_Physalia				1308af908156fa883da6d44764b680ba	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	15148	RUN1	166	SILVA138plus															Eukaryota	91.24	Cnidaria	91.24	Hydrozoa	91.24	Hydroidolina	91.24	Siphonophorae	54.74	Physalia physalis	18.24	Physalia physalis	18.24																										
166_Physalia				aa3b89dfa2e900e8b37f20605b1eb273	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	18684	RUN1	166	SILVA138plus															Eukaryota	91.63	Cnidaria	91.63	Hydrozoa	91.63	Hydroidolina	91.63	Siphonophorae	54.97	Physalia physalis	18.32	Physalia physalis	18.32																										
167_Physalia				1308af908156fa883da6d44764b680ba	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	15256	RUN1	166	SILVA138plus															Eukaryota	91.24	Cnidaria	91.24	Hydrozoa	91.24	Hydroidolina	91.24	Siphonophorae	54.74	Physalia physalis	18.24	Physalia physalis	18.24																										
